City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
463,Cockburn Town,TC,21.4612,-71.1419,82.78,78,15,13.49,few clouds
464,San Cristobal,VE,7.7669,-72.225,78.98,61,73,7.49,broken clouds
465,Nabire,ID,-3.3667,135.4833,75.34,91,65,3.42,broken clouds
466,Yeppoon,AU,-23.1333,150.7333,49.78,77,18,6.22,few clouds
467,Auki,SB,-8.7676,160.7034,75.11,95,100,6.38,overcast clouds
468,Kysyl-Syr,RU,63.8986,122.7617,65.66,82,17,5.64,few clouds
469,Balabac,PH,7.9868,117.0645,83.86,77,100,12.5,overcast clouds
470,Le Vauclin,MQ,14.5452,-60.8388,87.85,66,75,14.97,broken clouds
471,Hofn,IS,64.2539,-15.2082,52.45,80,99,6.29,overcast clouds
472,Catuday,PH,16.2923,119.8062,80.73,83,100,19.46,overcast clouds
473,Santa Rosa,PH,14.3122,121.1114,83.91,82,100,15.1,overcast clouds
474,Ranot,TH,7.7777,100.3213,81.46,80,99,11.41,overcast clouds
475,Sopron,HU,47.685,16.5905,84.02,42,40,15.08,scattered clouds
476,Araouane,ML,18.9048,-3.5265,105.48,18,57,10.07,broken clouds
477,Bavly,RU,54.393,53.2602,61.47,50,73,4.54,broken clouds
478,Smolensk,RU,55.0,33.0,68.56,68,74,4.54,broken clouds
479,Tautira,PF,-17.7333,-149.15,77.02,77,42,7.25,scattered clouds
480,Kloulklubed,PW,7.0419,134.2556,84.06,79,100,16.2,overcast clouds
481,Sitka,US,57.0531,-135.33,57.09,72,20,4.61,few clouds
482,Ust-Nera,RU,64.5667,143.2,53.06,89,95,3.04,light rain
483,Sistranda,NO,63.7256,8.834,67.96,80,18,11.1,few clouds
484,Skjervoy,NO,70.0311,20.9714,53.78,94,51,5.91,broken clouds
485,Berwick,US,41.0545,-76.2333,89.26,44,78,3.0,broken clouds
486,Eureka,US,40.8021,-124.1637,82.67,73,100,4.7,overcast clouds
487,Washington,US,47.5001,-120.5015,83.98,33,0,4.07,clear sky
488,Bhuban,IN,20.8833,85.8333,86.9,70,100,8.39,moderate rain
489,Mnogovershinnyy,RU,53.9353,139.9242,62.17,98,100,3.69,overcast clouds
490,Sorland,NO,67.667,12.6934,55.47,90,22,14.63,few clouds
491,Senanga,ZM,-16.1167,23.2667,58.5,34,4,6.69,clear sky
492,Kapit,MY,2.0167,112.9333,74.73,98,82,0.85,broken clouds
493,Joensuu,FI,62.6012,29.7632,71.1,70,20,5.75,few clouds
494,Angoche,MZ,-16.2325,39.9086,69.6,78,4,10.18,clear sky
495,Port Augusta,AU,-32.5,137.7667,55.71,49,79,15.95,broken clouds
496,Taoudenni,ML,22.6783,-3.9836,114.19,5,0,10.29,clear sky
497,Portland,US,45.5234,-122.6762,80.46,63,20,1.01,few clouds
498,Mareeba,AU,-17.0,145.4333,65.12,89,96,2.44,overcast clouds
499,Bangassou,CF,4.7413,22.8184,70.61,94,99,2.93,light rain
500,Hailar,CN,49.2,119.7,58.75,92,96,3.76,overcast clouds
501,Plettenberg Bay,ZA,-34.0527,23.3716,68.99,33,63,12.46,broken clouds
502,Port-Cartier,CA,50.0334,-66.8654,69.93,76,95,7.74,overcast clouds
503,Nanchang,CN,28.6833,115.8833,81.28,78,14,4.03,few clouds
504,Tabas,IR,33.5959,56.9244,96.49,14,1,22.01,clear sky
505,Chaplynka,UA,46.3651,33.5403,81.36,41,58,5.91,broken clouds
506,Santa Isabel Do Rio Negro,BR,-0.4139,-65.0192,86.41,64,87,3.29,overcast clouds
507,Kopong,BW,-24.4833,25.8833,53.19,33,0,5.01,clear sky
508,Alpinopolis,BR,-20.8636,-46.3881,79.29,19,0,5.3,clear sky
509,Camacha,PT,33.0833,-16.3333,77.54,78,40,12.66,scattered clouds
510,Yuzhnyy,RU,53.2542,83.6936,62.98,77,40,11.18,scattered clouds
511,Thunder Bay,CA,48.4001,-89.3168,77.56,38,55,6.91,broken clouds
512,Saint-Georges,GD,12.0564,-61.7485,82.62,74,97,11.72,overcast clouds
513,Vicksburg,US,32.3526,-90.8779,96.48,56,40,4.61,scattered clouds
514,Atar,MR,20.5169,-13.0499,113.92,5,48,8.68,scattered clouds
515,Aljezur,PT,37.3191,-8.8033,69.42,71,3,15.99,clear sky
516,Sulangan,PH,11.1373,123.7228,83.97,74,100,14.52,overcast clouds
517,Jaisalmer,IN,26.9147,70.9181,89.82,53,85,23.15,light rain
518,Lenine,UA,45.2986,35.7771,81.55,57,77,15.97,broken clouds
519,Gunnedah,AU,-30.9833,150.25,38.73,91,14,1.99,few clouds
520,Braganca,BR,-1.0536,-46.7656,86.07,59,46,4.18,scattered clouds
521,Palu,ID,-0.8917,119.8707,75.07,93,40,3.04,scattered clouds
522,Georgetown,MY,5.4112,100.3354,83.89,81,20,1.14,few clouds
523,Minnedosa,CA,50.2453,-99.8436,83.01,28,34,5.75,scattered clouds
524,Ilinskiy,RU,55.619,38.1182,75.88,41,0,2.24,clear sky
525,Quisqueya,DO,18.5554,-69.4081,89.15,58,78,10.69,broken clouds
526,Yaan,NG,7.3833,8.5667,73.49,80,79,4.45,broken clouds
527,Puerto Escondido,MX,15.85,-97.0667,85.03,74,90,11.5,overcast clouds
528,Gillette,US,44.2911,-105.5022,95.92,17,1,10.0,clear sky
529,Kutum,SD,14.2,24.6667,77.9,60,78,4.79,broken clouds
530,Ornskoldsvik,SE,63.2909,18.7153,75.02,49,0,8.05,clear sky
531,Kostomuksha,RU,64.571,30.5767,64.69,63,93,2.17,overcast clouds
532,Kamaishi,JP,39.2667,141.8833,70.84,94,96,15.35,light rain
533,Jurm,AF,36.8648,70.8342,75.42,33,0,2.89,clear sky
534,Shahr-E Babak,IR,30.1165,55.1186,82.33,15,2,13.96,clear sky
535,Calvinia,ZA,-31.4707,19.776,55.38,43,80,10.0,broken clouds
536,Malanje,AO,-9.5402,16.341,69.96,24,65,4.7,broken clouds
537,Ahipara,NZ,-35.1667,173.1667,55.29,83,22,18.84,few clouds
538,Belyy Yar,RU,53.6039,91.3903,66.09,94,0,2.24,clear sky
539,Lebedyn,UA,50.5852,34.4849,75.22,40,62,7.56,broken clouds
540,Constantine,DZ,36.365,6.6147,87.48,34,93,8.05,overcast clouds
541,Burgeo,CA,47.6167,-57.6152,63.7,83,72,12.01,broken clouds
542,Lavrentiya,RU,65.5833,-171.0,44.51,99,100,3.15,overcast clouds
543,Hit,IQ,33.6416,42.8251,106.54,14,0,8.79,clear sky
544,Hervey Bay,AU,-25.2986,152.8535,50.04,75,23,4.68,few clouds
545,Povenets,RU,62.8487,34.8262,64.04,65,31,6.82,scattered clouds
546,Del Rio,US,29.3627,-100.8968,94.42,47,1,8.05,clear sky
547,Xining,CN,36.6167,101.7667,55.76,83,98,2.42,overcast clouds
548,Elizabeth City,US,36.2946,-76.2511,91.0,71,1,12.66,clear sky
549,Joshimath,IN,30.5667,79.5667,75.18,94,100,0.6,overcast clouds
550,Motala,SE,58.5371,15.0365,73.87,60,100,12.44,overcast clouds
551,Imbituba,BR,-28.24,-48.6703,82.29,59,13,7.65,few clouds
552,Omsukchan,RU,62.5333,155.8,48.0,95,100,6.08,light rain
553,Charlottesville,US,38.0293,-78.4767,94.69,53,1,5.01,clear sky
554,Miles City,US,46.4083,-105.8406,95.97,13,1,5.75,clear sky
555,Saint Augustine,US,29.8947,-81.3145,88.45,88,90,8.05,mist
556,Flinders,AU,-34.5833,150.8552,57.38,66,97,3.0,overcast clouds
557,Khorixas,NA,-20.3667,14.9667,67.55,28,0,10.18,clear sky
558,Marzuq,YE,14.4,46.4667,76.55,69,82,6.2,broken clouds
559,Oxbow,CA,49.2333,-102.1676,88.34,21,0,12.06,clear sky
560,Porto Novo,BJ,6.4965,2.6036,77.02,73,78,10.04,broken clouds
561,Longyearbyen,SJ,78.2186,15.6401,42.64,87,75,13.8,broken clouds
562,Shulan,CN,44.4167,126.95,73.44,81,100,4.94,overcast clouds
563,Bagrami,AF,34.4938,69.2743,87.78,18,0,21.85,clear sky
564,Champerico,GT,14.3,-91.9167,91.94,70,61,4.56,broken clouds
565,Inhambane,MZ,-23.865,35.3833,65.7,71,34,9.31,scattered clouds
566,Westerland,DE,54.9079,8.3033,75.22,69,40,2.3,scattered clouds
567,Kamenka,RU,51.3223,42.7678,67.77,47,52,8.05,broken clouds
568,Kargil,IN,34.5667,76.1,71.04,47,69,7.61,broken clouds
569,Muravlenko,RU,63.7898,74.523,50.72,74,98,10.6,overcast clouds
570,Pekan,MY,3.4836,103.3996,78.71,87,99,5.77,overcast clouds
571,Sola,VU,-13.8833,167.55,79.92,78,60,15.79,broken clouds
572,Atambua,ID,-9.1061,124.8925,68.43,87,18,4.56,few clouds
573,Mount Gambier,AU,-37.8333,140.7667,46.81,78,64,10.42,broken clouds
574,Tshikapa,CD,-6.4167,20.8,77.09,25,85,4.12,overcast clouds
575,Arlit,NE,18.7369,7.3853,104.59,9,78,5.12,broken clouds
576,Yinchuan,CN,38.4681,106.2731,76.28,44,9,1.63,light rain
577,Lagoa,PT,39.05,-27.9833,70.86,84,65,11.07,broken clouds
578,Toamasina,MG,-18.1667,49.3833,66.18,85,66,11.36,light rain
579,Roma,US,43.2128,-75.4557,84.85,54,20,1.01,few clouds
580,Kiama,AU,-34.6833,150.8667,57.58,65,97,8.01,overcast clouds
581,Balta,UA,47.9355,29.6198,74.21,50,22,4.23,few clouds
582,Alyangula,AU,-13.8483,136.4192,69.13,87,45,5.93,scattered clouds
583,Mount Isa,AU,-20.7333,139.5,42.57,61,20,0.0,few clouds
584,Alta Floresta,BR,-9.8756,-56.0861,98.28,19,41,4.09,scattered clouds
585,Faya,SA,18.3851,42.4509,68.52,60,95,3.85,overcast clouds
586,Smithers,CA,54.7804,-127.1743,53.92,94,90,5.75,light rain
587,Korocha,RU,50.8107,37.1953,77.72,52,8,6.13,clear sky
588,Tabuk,PH,17.4189,121.4443,76.39,78,97,3.0,light rain
589,Qui Nhon,VN,13.7667,109.2333,85.08,65,36,16.4,scattered clouds
590,Dharchula,IN,29.85,80.5333,75.81,97,100,0.92,overcast clouds
591,Lapy,PL,52.9911,22.8842,67.5,88,94,13.29,moderate rain
592,Saint-Pierre,RE,-21.3393,55.4781,67.68,81,90,11.5,light rain
593,Goderich,CA,43.7501,-81.7165,84.04,71,0,4.23,clear sky
594,Coari,BR,-4.085,-63.1414,94.28,35,44,4.14,scattered clouds
595,Dongfeng,CN,42.6403,125.5118,69.17,80,99,3.09,overcast clouds
596,Dakar,SN,14.6937,-17.4441,79.57,79,75,13.76,broken clouds
597,Kamiiso,JP,41.8167,140.65,65.86,94,99,3.69,overcast clouds
598,Teixeira,BR,-7.2228,-37.2542,80.89,41,36,16.53,scattered clouds
599,Puerto Ayacucho,VE,5.6639,-67.6236,73.83,95,100,1.01,overcast clouds
600,Petrove,UA,48.3247,33.2562,73.51,46,45,7.4,scattered clouds
601,Traverse City,US,44.7631,-85.6206,88.54,33,75,6.91,broken clouds
602,Bokoro,TD,12.3807,17.0568,80.6,72,70,6.49,moderate rain
603,Manggar,ID,-2.8833,108.2667,80.67,73,0,11.54,clear sky
604,Iranshahr,IR,27.2025,60.6848,101.1,10,17,7.54,few clouds
605,Tygda,RU,53.1167,126.3333,61.48,96,100,3.49,overcast clouds
606,Todos Santos,MX,23.45,-110.2167,95.59,79,0,9.37,clear sky
607,Deep River,CA,46.1001,-77.4995,83.43,39,16,11.72,few clouds
608,Spearfish,US,44.4908,-103.8594,95.22,25,1,1.01,clear sky
609,Keuruu,FI,62.2667,24.7,78.98,40,28,3.98,scattered clouds
610,Arman,RU,59.7,150.1667,55.78,93,100,4.5,overcast clouds
611,Xiangxiang,CN,27.7333,112.5333,77.09,80,17,3.13,few clouds
612,Yerbogachen,RU,61.2767,108.0108,66.29,66,30,4.45,scattered clouds
613,Komsomolskiy,UZ,40.4272,71.7189,90.32,23,0,6.91,clear sky
614,Kupang,ID,-10.1667,123.5833,72.41,80,73,5.37,broken clouds
615,Colwyn Bay,GB,53.2948,-3.7267,72.91,85,89,3.0,overcast clouds
616,Pauini,BR,-7.7136,-66.9764,98.62,30,44,1.1,scattered clouds
617,Banjar,ID,-8.19,114.9675,76.86,89,9,4.41,clear sky
618,Te Anau,NZ,-45.4167,167.7167,38.61,90,89,2.17,overcast clouds
619,Puerto Leguizamo,CO,-0.1934,-74.7819,84.85,61,67,2.73,broken clouds
620,Sechura,PE,-5.5569,-80.8222,77.63,59,21,10.51,few clouds
621,Vangaindrano,MG,-23.35,47.6,61.18,89,12,5.88,light rain
622,Tres Arroyos,AR,-38.3739,-60.2798,48.45,37,3,20.87,clear sky
623,Dukat,RU,62.55,155.55,45.34,97,100,4.81,light rain
624,Yamethin,MM,20.4333,96.15,73.99,92,94,10.42,overcast clouds
625,Srednekolymsk,RU,67.45,153.6833,39.92,78,67,8.7,broken clouds
626,Chapleau,CA,47.8405,-83.4034,72.43,55,95,7.16,overcast clouds
627,Santa Fe,AR,-31.6333,-60.7,66.0,36,0,5.01,clear sky
628,Rondonopolis,BR,-16.4708,-54.6356,97.09,17,0,3.87,clear sky
629,Ambilobe,MG,-13.2,49.05,68.61,69,56,5.3,broken clouds
630,Pfarrkirchen,DE,48.432,12.9381,74.95,82,91,7.92,overcast clouds
631,Ovalle,CL,-30.5983,-71.2003,63.73,41,0,3.96,clear sky
632,Royan,FR,45.6285,-1.0281,74.46,73,23,9.98,few clouds
633,Mattru,SL,7.6244,-11.8332,76.82,88,81,5.66,light rain
634,Arona,ES,28.0996,-16.681,70.72,71,3,8.99,clear sky
635,Kasama,ZM,-10.2129,31.1808,51.53,59,35,5.32,scattered clouds
636,Herat,AF,34.5,62.0,89.91,18,3,38.88,clear sky
637,Pontes E Lacerda,BR,-15.2261,-59.3353,96.75,22,0,7.65,clear sky
638,Fort Saint James,CA,54.4333,-124.25,66.06,49,97,2.51,overcast clouds
639,Beian,NO,63.6559,9.5683,68.09,77,20,3.44,few clouds
640,Orbetello,IT,42.4408,11.2196,88.23,86,99,8.23,moderate rain
641,Alexandria,EG,31.2156,29.9553,80.1,69,0,8.72,clear sky
642,Ust-Kalmanka,RU,52.1207,83.305,60.12,93,66,5.64,light rain
643,Margate,GB,51.3813,1.3862,71.96,77,67,1.99,broken clouds
644,Arinos,BR,-15.9169,-46.1056,86.31,18,9,4.85,clear sky
645,Bilma,NE,18.6853,12.9164,93.42,35,89,6.44,overcast clouds
646,Akyab,MM,20.15,92.9,80.85,85,100,17.76,overcast clouds
647,Burns Lake,CA,54.2331,-125.7533,60.4,67,100,1.45,overcast clouds
648,Kathu,TH,7.9178,98.3332,82.22,80,96,14.79,overcast clouds
649,Fethiye,TR,36.6217,29.1164,82.27,46,1,3.98,clear sky
650,Mana,GF,5.6592,-53.7767,82.17,78,50,8.12,scattered clouds
651,Maracaibo,VE,10.6317,-71.6406,88.99,56,80,2.98,broken clouds
652,Havre-Saint-Pierre,CA,50.2334,-63.5986,64.76,94,90,6.91,overcast clouds
653,Labuhan,ID,-6.8844,112.2051,73.04,85,0,7.61,clear sky
654,Perigueux,FR,45.1833,0.7167,74.61,63,96,2.46,overcast clouds
655,Erenhot,CN,43.6475,111.9767,65.98,65,34,6.55,scattered clouds
656,Muros,ES,42.7762,-9.0603,81.16,57,5,13.69,clear sky
657,Nizwa,OM,22.9333,57.5333,99.1,32,70,1.32,broken clouds
658,Amga,RU,60.8953,131.9608,60.71,90,4,3.33,clear sky
659,Ocean City,US,39.2776,-74.5746,91.29,72,100,3.0,overcast clouds
660,Cavnic,RO,47.6667,23.8667,74.39,73,69,4.14,broken clouds
661,Kavaratti,IN,10.5669,72.642,81.46,80,100,17.58,overcast clouds
662,Tarutyne,UA,46.1858,29.1506,77.54,40,1,3.04,clear sky
663,Kedougou,SN,12.5579,-12.1743,82.35,77,70,6.35,broken clouds
664,Luanda,AO,-8.8368,13.2343,73.4,78,20,9.22,few clouds
665,Abu Dhabi,AE,24.4667,54.3667,100.51,52,0,3.44,clear sky
666,High Prairie,CA,55.4334,-116.4858,69.57,41,36,7.76,scattered clouds
667,Bulawayo,ZW,-20.15,28.5833,46.9,68,1,9.82,clear sky
668,Mossendjo,CG,-2.9506,12.7261,75.92,53,98,3.29,overcast clouds
669,Agidel,RU,55.9077,53.9355,60.67,57,74,7.29,broken clouds
670,Vigrestad,NO,58.5667,5.7,70.81,87,89,11.48,moderate rain
671,Moron,AR,-34.6534,-58.6198,60.01,38,34,9.71,scattered clouds
672,Ust-Ishim,RU,57.6935,71.1665,55.45,71,82,6.22,broken clouds
673,Cuenca,EC,-2.8833,-78.9833,63.46,67,45,7.36,light rain
674,Madison,US,34.7334,-86.5667,92.79,68,20,3.44,few clouds
675,Pokrovsk,UA,48.282,37.1758,75.85,46,91,7.61,overcast clouds
676,Ternate,ID,0.8,127.4,80.82,82,100,10.45,overcast clouds
677,Promyshlennovskiy,RU,55.4833,86.2,66.97,96,76,9.13,broken clouds
678,Cape Coast,GH,5.1053,-1.2466,76.8,78,57,13.8,broken clouds
679,Amapa,BR,1.0,-52.0,84.34,64,58,3.02,moderate rain
680,Iztapa,GT,13.9333,-90.7075,93.63,58,75,11.5,broken clouds
681,Roros,NO,62.5747,11.3842,73.24,31,54,10.36,broken clouds
682,Norfolk,US,42.1668,-71.2495,92.01,46,1,4.0,clear sky
683,Urengoy,RU,65.9667,78.3667,47.48,95,100,16.69,light rain
684,Sorong,ID,-0.8833,131.25,77.99,89,65,6.82,broken clouds
685,Anaco,VE,9.4389,-64.4728,83.3,70,97,6.15,overcast clouds
686,Shambu,ET,9.5667,37.1,50.77,98,100,1.43,light rain
687,Vila Franca Do Campo,PT,37.7167,-25.4333,73.81,66,0,6.22,clear sky
688,Dawlatabad,AF,36.4141,64.9053,97.02,18,0,20.67,clear sky
689,Mount Pleasant,US,32.7941,-79.8626,90.0,78,40,1.99,scattered clouds
690,Ribeira Brava,PT,32.65,-17.0667,81.01,81,23,2.33,few clouds
691,Byron Bay,AU,-28.65,153.6167,48.7,70,58,4.63,broken clouds
692,San Juan,AR,-31.5375,-68.5364,58.82,28,0,13.29,clear sky
693,Mataram,ID,-8.5833,116.1167,70.61,82,22,6.85,few clouds
694,Tomatlan,MX,19.9333,-105.25,92.16,55,88,4.23,overcast clouds
695,Dubova,RO,44.6167,22.2667,78.28,60,70,6.98,broken clouds
696,Hazorasp,UZ,41.3194,61.0742,76.84,19,0,20.42,clear sky
697,Wajima,JP,37.4,136.9,78.46,86,100,6.49,overcast clouds
